,formatted_address,latitude,longitude,postcode,Floors,Units,Construction Year,Type,Area
425,"4667 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518575,-73.590541,H2V 4J5,3.0,3.0,1910.0,Residential,232.0
426,"2127 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.511005,-73.56949,H2X 2N1,2.0,1.0,1880.0,Residential,224.0
427,"4673 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518609000000005,-73.590626,H2V 4J5,3.0,3.0,1910.0,Residential,232.0
428,"4679 Rue Jeanne-Mance, Montréal, QC H2X 2K5, Canada",45.5123016,-73.5771886,H2X 2K5,3.0,3.0,1910.0,Residential,232.0
429,"4685 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518682,-73.590797,H2V 4J5,3.0,3.0,1910.0,Residential,232.0
430,"4691 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518733000000005,-73.59085999999998,H2V 4J5,3.0,3.0,1900.0,Residential,232.0
431,"2105 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.510874,-73.5691688,H2X 2N1,2.0,3.0,1870.0,Residential,239.0
432,"2101 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.510819399999995,-73.56917530000003,H2X 2N1,2.0,2.0,1875.0,Residential,238.0
433,"4697 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518757,-73.590953,H2V 4J5,3.0,3.0,1900.0,Residential,232.0
434,"2095 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.510829,-73.569028,H2X 2N1,2.0,2.0,1875.0,Residential,239.0
435,"4703 Rue Jeanne-Mance, Montréal, QC H2V 4J5, Canada",45.518795000000004,-73.591043,H2V 4J5,3.0,3.0,1900.0,Residential,232.0
436,"2091 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.5107744,-73.569064,H2X 2N1,2.0,3.0,1870.0,Residential,240.0
437,"2085 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.51077,-73.568895,H2X 2N1,3.0,2.0,1870.0,Residential,244.0
438,"4821 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519312899999996,-73.592202,H2V 4J6,3.0,3.0,1907.0,Residential,232.0
439,"2067 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.5106214,-73.56876690000001,H2X 2N1,3.0,4.0,1880.0,Residential,152.0
440,"2061 Rue Saint-Urbain, Montréal, QC H2X 2N1, Canada",45.510585299999995,-73.56867380000001,H2X 2N1,3.0,4.0,1880.0,Residential,158.0
441,"4839 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519419,-73.592456,H2V 4J6,1.0,1.0,1910.0,Residential,77.0
442,"4841 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519419,-73.592456,H2V 4J6,1.0,1.0,1910.0,Residential,77.0
443,"4843 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.5194341,-73.5925127,H2V 4J6,1.0,1.0,1910.0,Residential,78.0
444,"4845 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.5194094,-73.5925441,H2V 4J6,3.0,3.0,1900.0,Residential,232.0
445,"4851 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519492,-73.592618,H2V 4J6,3.0,3.0,1910.0,Residential,232.0
446,"4857 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519529999999996,-73.592703,H2V 4J6,3.0,2.0,1910.0,Residential,232.0
447,"4863 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.519524600000004,-73.59284040000001,H2V 4J6,3.0,3.0,1910.0,Residential,232.0
448,"1441 Rue Saint-Urbain, Montréal, QC H2X 2M6, Canada",45.50933620000001,-73.56552940000002,H2X 2M6,9.0,,1957.0,Office,2890.0
449,"4875 Rue Jeanne-Mance, Montréal, QC H2V 4J6, Canada",45.51957970000001,-73.59302380000003,H2V 4J6,3.0,3.0,1910.0,Residential,232.0
450,"5021 Rue Jeanne-Mance, Montréal, QC H2V 4J9, Canada",45.520145899999996,-73.59429899999998,H2V 4J9,3.0,6.0,1910.0,Residential,237.0
451,"5027 Rue Jeanne-Mance, Montréal, QC H2V 4J9, Canada",45.520170799999995,-73.594415,H2V 4J9,3.0,3.0,1910.0,Residential,237.0
452,"5033 Rue Jeanne-Mance, Montréal, QC H2V 4J9, Canada",45.520215,-73.59446299999998,H2V 4J9,3.0,3.0,1910.0,Residential,236.0
453,"5039 Rue Jeanne-Mance, Montréal, QC H2V 4J9, Canada",45.52025400000001,-73.594548,H2V 4J9,3.0,3.0,1910.0,Residential,230.0
454,"5020 Avenue de l'Esplanade, Montréal, QC H2T 2Z1, Canada",45.5205384,-73.5939023,H2T 2Z1,3.0,3.0,1910.0,Residential,237.0
455,"5014 Avenue de l'Esplanade, Montréal, QC H2T 2Z1, Canada",45.52049239999999,-73.5938676,H2T 2Z1,3.0,3.0,1910.0,Residential,237.0
456,"4886 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.5200204,-73.5925912,H2T 2Y7,3.0,3.0,1910.0,Residential,232.0
457,"4860 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.519859100000005,-73.5922301,H2T 2Y7,3.0,2.0,1910.0,Residential,195.0
458,"4858 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.51984390000001,-73.59220669999998,H2T 2Y7,1.0,1.0,1910.0,Residential,65.0
459,"4856 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.5198438,-73.592196,H2T 2Y7,1.0,1.0,1910.0,Residential,65.0
460,"4854 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.5198718,-73.59215970000001,H2T 2Y7,1.0,1.0,1910.0,Residential,65.0
461,"4848 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.5198162,-73.5921341,H2T 2Y7,3.0,2.0,1910.0,Residential,195.0
462,"4842 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.519783600000004,-73.5920612,H2T 2Y7,3.0,3.0,1910.0,Residential,195.0
463,"4836 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.519749700000006,-73.59198529999998,H2T 2Y7,3.0,3.0,1910.0,Residential,195.0
464,"4830 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.51971289999999,-73.59190290000001,H2T 2Y7,3.0,3.0,1910.0,Residential,199.0
465,"4824 Avenue de l'Esplanade, Montréal, QC H2T 2Y7, Canada",45.5197182,-73.591835,H2T 2Y7,3.0,3.0,1910.0,Residential,195.0
466,"4662 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5191797,-73.59071970000001,H2T 2Y5,1.0,1.0,1910.0,Residential,77.0
467,"4660 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.519189700000005,-73.59067990000001,H2T 2Y5,1.0,1.0,1910.0,Residential,77.0
468,"4658 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5191969,-73.5906646,H2T 2Y5,1.0,1.0,1910.0,Residential,77.0
469,"4652 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5191448,-73.5906322,H2T 2Y5,3.0,3.0,1900.0,Residential,232.0
470,"4646 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5191118,-73.5904946,H2T 2Y5,3.0,3.0,1900.0,Residential,232.0
471,"4640 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5190524,-73.590429,H2T 2Y5,3.0,3.0,1900.0,Residential,232.0
472,"4634 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.518992600000004,-73.590412,H2T 2Y5,3.0,3.0,1900.0,Residential,232.0
473,"4628 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5190124,-73.590228,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
474,"4622 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.518982799999996,-73.59020140000001,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
475,"4616 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.518916299999994,-73.5900872,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
476,"4610 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5188948,-73.59005040000001,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
477,"4604 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5188383,-73.5899292,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
478,"4598 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.51892,-73.58972840000001,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
479,"4592 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5187953,-73.5897371,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
480,"4586 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5187286,-73.5897,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
481,"4580 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.518710999999996,-73.5895752,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
482,"4574 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5186549,-73.5895647,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
483,"4532 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5184393,-73.589046,H2T 2Y5,2.0,2.0,1910.0,Residential,232.0
484,"4526 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5183964,-73.588989,H2T 2Y5,2.0,2.0,1910.0,Residential,232.0
485,"4520 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.51838720000001,-73.5888701,H2T 2Y5,2.0,2.0,1910.0,Residential,232.0
486,"4514 Avenue de l'Esplanade, Montréal, QC H2T 2Y5, Canada",45.5183227,-73.58880009999999,H2T 2Y5,3.0,3.0,1910.0,Residential,232.0
487,"4521 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.51864459999999,-73.5887382,H2T 2Y6,3.0,3.0,1938.0,Maison de chambres et pension,236.0
488,"4527 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5186364,-73.58875040000001,H2T 2Y6,3.0,3.0,1900.0,Residential,237.0
489,"4533 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.518643100000006,-73.5888066,H2T 2Y6,3.0,3.0,1900.0,Residential,238.0
490,"4545 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5187564,-73.5889569,H2T 2Y6,3.0,3.0,1910.0,Residential,240.0
491,"4557 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5188567,-73.58918259999999,H2T 2Y6,3.0,3.0,1910.0,Residential,242.0
492,"4569 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.518915,-73.58931559999998,H2T 2Y6,3.0,3.0,1900.0,Residential,203.0
493,"4575 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.518912,-73.58936969999998,H2T 2Y6,3.0,3.0,1900.0,Residential,204.0
494,"4581 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5189714,-73.5894625,H2T 2Y6,3.0,3.0,1900.0,Residential,200.0
495,"4587 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.519091700000004,-73.58939709999999,H2T 2Y6,3.0,3.0,1900.0,Residential,207.0
496,"4593 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.51902519999999,-73.5896023,H2T 2Y6,3.0,3.0,1900.0,Residential,207.0
497,"4599 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5190348,-73.58964460000001,H2T 2Y6,3.0,3.0,1900.0,Residential,208.0
498,"4605 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5189953,-73.58980179999999,H2T 2Y6,3.0,3.0,1900.0,Residential,248.0
499,"4611 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.519116,-73.5897662,H2T 2Y6,3.0,3.0,1900.0,Residential,249.0
500,"4623 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.519168900000004,-73.58994859999999,H2T 2Y6,3.0,3.0,1900.0,Residential,212.0
501,"4641 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.519281,-73.5902007,H2T 2Y6,3.0,2.0,1900.0,Residential,213.0
502,"4647 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.519292799999995,-73.5902332,H2T 2Y6,3.0,3.0,1900.0,Residential,213.0
503,"4659 Avenue de l'Esplanade, Montréal, QC H2T 2Y6, Canada",45.5193958,-73.590396,H2T 2Y6,3.0,3.0,1910.0,Residential,256.0
504,"4815 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.519739,-73.5915411,H2T 2Y8,3.0,1.0,1915.0,Residential,68.0
505,"4821 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.519802899999995,-73.591684,H2T 2Y8,3.0,3.0,1910.0,Residential,256.0
506,"4833 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.519998,-73.5917825,H2T 2Y8,3.0,4.0,1910.0,Residential,258.0
507,"4839 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.520016999999996,-73.59186700000001,H2T 2Y8,3.0,3.0,1910.0,Residential,259.0
508,"4845 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.520079700000004,-73.59197019999998,H2T 2Y8,3.0,2.0,1910.0,Residential,260.0
509,"4851 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.520083500000005,-73.59209759999999,H2T 2Y8,3.0,2.0,1910.0,Residential,261.0
510,"4857 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.5201456,-73.5921777,H2T 2Y8,3.0,3.0,1910.0,Residential,261.0
511,"4863 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.5201816,-73.592221,H2T 2Y8,3.0,3.0,1910.0,Residential,262.0
512,"4869 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.5202196,-73.5923362,H2T 2Y8,3.0,3.0,1910.0,Residential,263.0
513,"4875 Avenue de l'Esplanade, Montréal, QC H2T 2Y8, Canada",45.5202636,-73.5924108,H2T 2Y8,3.0,3.0,1910.0,Residential,264.0
514,"5011 Avenue de l'Esplanade, Montréal, QC H2T 2P7, Canada",45.520650599999996,-73.5936365,H2T 2P7,3.0,5.0,1910.0,Residential,319.0
515,"5021 Avenue de l'Esplanade, Montréal, QC H2T 2Y9, Canada",45.520757200000006,-73.5937402,H2T 2Y9,3.0,3.0,1910.0,Residential,314.0
516,"5033 Avenue de l'Esplanade, Montréal, QC H2T 2Y9, Canada",45.5209505,-73.5937088,H2T 2Y9,3.0,9.0,,Maison de chambres et pension,618.0
517,"5041 Avenue de l'Esplanade, Montréal, QC H2T 2Y9, Canada",45.5210352,-73.59424059999999,H2T 2Y9,3.0,3.0,1910.0,Residential,346.0
518,"5044 Rue Saint-Urbain, Montréal, QC H2T 2W3, Canada",45.521390999999994,-73.593458,H2T 2W3,3.0,3.0,1910.0,Residential,249.0
519,"5038 Rue Saint-Urbain, Montréal, QC H2T 2W3, Canada",45.5214194,-73.59333120000002,H2T 2W3,3.0,3.0,1910.0,Residential,245.0
520,"5032 Rue Saint-Urbain, Montréal, QC H2T 2W3, Canada",45.521332,-73.59333000000002,H2T 2W3,3.0,3.0,1910.0,Residential,247.0
521,"5014 Rue Saint-Urbain, Montréal, QC H2T 2W3, Canada",45.5212067,-73.5929341,H2T 2W3,3.0,3.0,1910.0,Residential,331.0
522,"4858 Rue Saint-Urbain, Montréal, QC H2T 2W2, Canada",45.520596000000005,-73.59170290000002,H2T 2W2,3.0,3.0,1910.0,Residential,223.0
523,"4852 Rue Saint-Urbain, Montréal, QC H2T 2W2, Canada",45.520633000000004,-73.59162669999998,H2T 2W2,3.0,3.0,1910.0,Residential,223.0
524,"4846 Rue Saint-Urbain, Montréal, QC H2T 2W2, Canada",45.520525899999996,-73.591576,H2T 2W2,3.0,3.0,1910.0,Residential,279.0
525,"4840 Rue Saint-Urbain, Montréal, QC H2T 2W2, Canada",45.520491,-73.59148789999998,H2T 2W2,3.0,3.0,1910.0,Residential,279.0
526,"4662 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519844899999995,-73.590076,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
527,"4644 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519737,-73.589843,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
528,"4638 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519701,-73.58975600000001,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
529,"4632 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519664,-73.589681,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
530,"4626 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.5196309,-73.58961500000001,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
531,"4614 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519568,-73.58946999999998,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
532,"4608 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.51953899999999,-73.58940600000001,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
533,"4602 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519509,-73.58933499999998,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
534,"4596 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519478899999996,-73.58926,H2T 2V8,2.0,2.0,1910.0,Residential,265.0
535,"4590 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.51944599999999,-73.58918,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
536,"4584 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519409,-73.589091,H2T 2V8,3.0,2.0,1910.0,Residential,221.0
537,"4578 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519378,-73.5890391,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
538,"4572 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.5193763,-73.5889266,H2T 2V8,2.0,2.0,1910.0,Residential,221.0
539,"4568 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519315,-73.588898,H2T 2V8,2.0,2.0,1900.0,Residential,221.0
540,"4564 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519279,-73.588821,H2T 2V8,2.0,2.0,1910.0,Residential,221.0
541,"4558 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.51925199999999,-73.588757,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
542,"4552 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519216,-73.588667,H2T 2V8,3.0,3.0,1910.0,Residential,221.0
543,"4546 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.5192495,-73.5885854,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
544,"4540 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519149,-73.5885101,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
545,"4534 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519113,-73.58842790000001,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
546,"4528 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519079,-73.588351,H2T 2V8,3.0,3.0,1910.0,Residential,265.0
547,"4522 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.519044,-73.588261,H2T 2V8,3.0,10.0,1965.0,Residential,265.0
548,"4516 Rue Saint-Urbain, Montréal, QC H2T 2V8, Canada",45.518970200000005,-73.5882113,H2T 2V8,3.0,2.0,1910.0,Residential,265.0
549,"4507 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.5191842,-73.58776230000002,H2T 2V9,3.0,15.0,1929.0,Residential,282.0
550,"4619 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.5198869,-73.58921769999998,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
551,"4625 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.519946000000004,-73.589232,H2T 2V9,3.0,3.0,1910.0,Residential,225.0
552,"4631 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.51997799999999,-73.5893047,H2T 2V9,3.0,3.0,1910.0,Residential,225.0
553,"4637 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520016999999996,-73.589382,H2T 2V9,3.0,3.0,1910.0,Residential,236.0
554,"4643 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520051,-73.589449,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
555,"4649 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520095,-73.589539,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
556,"4655 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520114,-73.5896733,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
557,"4661 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.5201084,-73.5897131,H2T 2V9,3.0,8.0,1910.0,Residential,240.0
558,"4667 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520162,-73.58979140000001,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
559,"4673 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.52023250000001,-73.5898392,H2T 2V9,3.0,3.0,1910.0,Residential,240.0
560,"4679 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.520220200000004,-73.58997020000001,H2T 2V9,3.0,3.0,1910.0,Residential,236.0
561,"4685 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.52029829999999,-73.590074,H2T 2V9,3.0,6.0,1900.0,Residential,412.0
562,"4697 Rue Saint-Urbain, Montréal, QC H2T 2V9, Canada",45.52034200000001,-73.590198,H2T 2V9,3.0,6.0,1910.0,Residential,339.0
563,"4803 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520478499999996,-73.59049089999998,H2T 2W1,3.0,7.0,1910.0,Residential,475.0
564,"4813 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.5205292,-73.59062220000001,H2T 2W1,2.0,3.0,1910.0,Residential,247.0
565,"4817 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.5205866,-73.5907088,H2T 2W1,3.0,3.0,1910.0,Residential,228.0
566,"4823 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520641,-73.59075,H2T 2W1,3.0,3.0,1910.0,Residential,208.0
567,"4829 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520654799999996,-73.5908249,H2T 2W1,3.0,3.0,1910.0,Residential,205.0
568,"4835 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520701,-73.590887,H2T 2W1,3.0,3.0,1910.0,Residential,206.0
569,"4841 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.5206665,-73.59093039999998,H2T 2W1,3.0,3.0,1910.0,Residential,206.0
570,"4847 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520745,-73.59098600000002,H2T 2W1,3.0,3.0,1910.0,Residential,206.0
571,"4853 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.52077600000001,-73.59105,H2T 2W1,3.0,3.0,1910.0,Residential,206.0
572,"4859 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520804999999996,-73.591122,H2T 2W1,3.0,3.0,1910.0,Residential,241.0
573,"4865 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520841,-73.591207,H2T 2W1,3.0,3.0,1910.0,Residential,241.0
574,"4871 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520879,-73.59128100000001,H2T 2W1,3.0,3.0,1910.0,Residential,227.0
575,"4877 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520889600000004,-73.5914184,H2T 2W1,3.0,3.0,1910.0,Residential,228.0
576,"4883 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.52094,-73.59143499999998,H2T 2W1,3.0,3.0,1910.0,Residential,228.0
577,"4889 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.520973,-73.59151299999998,H2T 2W1,3.0,3.0,1910.0,Residential,241.0
578,"4895 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.5209938,-73.5916577,H2T 2W1,3.0,3.0,1910.0,Residential,242.0
579,"4901 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.521013,-73.59171289999998,H2T 2W1,3.0,3.0,1910.0,Residential,242.0
580,"4907 Rue Saint-Urbain, Montréal, QC H2T 2W1, Canada",45.52107609999999,-73.5918205,H2T 2W1,3.0,3.0,1910.0,Residential,242.0
581,"5015 Rue Saint-Urbain, Montréal, QC H2T 2W4, Canada",45.5215685,-73.5927955,H2T 2W4,3.0,3.0,1900.0,Residential,249.0
582,"5021 Rue Saint-Urbain, Montréal, QC H2T 2W4, Canada",45.521542700000005,-73.5928804,H2T 2W4,3.0,3.0,1900.0,Residential,290.0
583,"5033 Rue Saint-Urbain, Montréal, QC H2T 2W4, Canada",45.52166879999999,-73.59310359999998,H2T 2W4,3.0,3.0,1910.0,Residential,291.0
584,"5039 Rue Saint-Urbain, Montréal, QC H2T 2W4, Canada",45.52172600000001,-73.59315,H2T 2W4,3.0,3.0,1910.0,Residential,308.0
585,"5047 Rue Saint-Urbain, Montréal, QC H2T 2N4, Canada",45.52165189999999,-73.59343940000001,H2T 2N4,3.0,3.0,1910.0,Residential,212.0
586,"5053 Rue Saint-Urbain, Montréal, QC H2T 2N4, Canada",45.521760799999996,-73.59337099999998,H2T 2N4,3.0,3.0,1910.0,Residential,216.0
587,"5055 Rue Clark, Montréal, QC H2T 2T7, Canada",45.522487899999994,-73.5928038,H2T 2T7,3.0,15.0,1983.0,Residential,714.0
588,"5048 Rue Clark, Montréal, QC H2T 2T8, Canada",45.522180600000006,-73.5927995,H2T 2T8,1.0,1.0,1910.0,Residential,85.0
589,"5046 Rue Clark, Montréal, QC H2T 2T8, Canada",45.522135999999996,-73.59282900000001,H2T 2T8,1.0,1.0,1910.0,Residential,85.0
590,"5044 Rue Clark, Montréal, QC H2T 2T8, Canada",45.522115899999996,-73.592792,H2T 2T8,1.0,1.0,1910.0,Residential,85.0
591,"5032 Rue Clark, Montréal, QC H2T 2T8, Canada",45.5220852,-73.59260490000001,H2T 2T8,3.0,3.0,1910.0,Residential,239.0
592,"5020 Rue Clark, Montréal, QC H2T 2T8, Canada",45.5220213,-73.59241800000001,H2T 2T8,3.0,3.0,1910.0,Residential,239.0
593,"5014 Rue Clark, Montréal, QC H2T 2T8, Canada",45.521949,-73.5923959,H2T 2T8,2.0,2.0,1910.0,Residential,249.0
594,"4906 Rue Clark, Montréal, QC H2T 2T5, Canada",45.521508000000004,-73.59146199999998,H2T 2T5,2.0,3.0,1910.0,Residential,318.0
595,"4900 Rue Clark, Montréal, QC H2T 2T5, Canada",45.5214499,-73.59137539999998,H2T 2T5,3.0,14.0,1915.0,Residential,398.0
596,"4894 Rue Clark, Montréal, QC H2T 2T5, Canada",45.52140439999999,-73.5911793,H2T 2T5,2.0,2.0,1910.0,Residential,239.0
